objID,ra,dec,z,g,r,i
1.23765E+18,270.0682555,0.026194149,23.35344,26.15418,23.44612,22.28472
1.23765E+18,270.0553029,0.050486696,14.63063,16.45044,15.3704,14.73957
1.23765E+18,270.0750699,0.010313639,20.49701,24.93791,22.19313,21.23145
1.23765E+18,270.0694405,0.030338932,21.62169,24.65849,22.33827,22.06861
1.23765E+18,269.9806114,0.073527269,18.29332,19.76269,18.86863,19.04794
1.23765E+18,270.0678475,0.037387114,22.40334,22.81033,21.98928,22.23449
1.23765E+18,270.0754319,0.019972054,23.32377,24.47469,24.42671,22.4698
1.23765E+18,270.0571328,0.053950986,19.52993,21.6615,20.40931,19.89677
1.23765E+18,269.9924904,0.078838356,17.98389,21.82878,20.02342,18.72426
1.23765E+18,270.076556,0.024968256,22.75722,24.04444,22.93668,21.37959
1.23765E+18,270.0553616,0.060257956,18.99042,20.72122,19.7725,19.31223
1.23765E+18,270.0785457,0.025228278,21.35885,23.73946,21.98196,21.73243
1.23765E+18,269.9174341,0.006860931,18.49013,19.80629,19.03023,18.69171
1.23765E+18,270.0664314,0.050139125,21.62971,24.63216,22.86473,22.133
1.23765E+18,270.0806208,0.02099947,17.86547,19.40802,18.54409,18.26364
1.23765E+18,270.083862,0.015842735,19.06354,21.55672,20.15254,19.52961
1.23765E+18,270.0594766,0.06148705,20.09123,22.3744,21.02092,20.70601
1.23765E+18,270.019283,0.083696113,19.65417,22.0326,20.61628,20.08576
1.23765E+18,270.0630518,0.058393799,19.97481,24.37233,21.58977,20.48658
1.23765E+18,269.9131969,0.004573075,21.03163,24.60625,23.48056,21.44489
1.23765E+18,270.0658489,0.058150018,18.707,22.31965,20.7798,19.58596
1.23765E+18,270.0731989,0.04883391,20.68094,23.51174,22.11261,21.54894
1.23765E+18,270.0646428,0.061172702,17.46025,19.10283,18.13633,17.74126
1.23765E+18,270.088046,0.013161123,18.67905,20.21198,19.34979,19.00202
1.23765E+18,270.0812632,0.036753224,19.60202,21.82219,20.59786,20.08873
1.23765E+18,270.0722796,0.053055717,20.28559,22.54662,21.20995,20.55692
1.23765E+18,270.089592,0.008692438,21.76582,22.82017,21.6708,21.84773
1.23765E+18,270.0836986,0.033155259,19.19725,24.63193,21.66227,20.15133
1.23765E+18,270.0371325,0.082343677,22.76547,24.90751,23.52303,21.88073
1.23765E+18,270.0728775,0.054651033,21.15988,23.74382,21.96439,21.2893
1.23765E+18,269.9100305,0.014634101,20.2879,23.46902,21.54046,20.72716
1.23765E+18,270.0375764,0.083118709,20.06757,22.75235,21.91785,20.61282
1.23765E+18,270.0916768,0.000823557,22.3526,22.40081,21.29083,21.58114
1.23765E+18,270.00759,0.091955238,22.82903,25.1167,24.80203,20.09194
1.23765E+18,270.034767,0.085708231,22.83084,25.12254,22.34343,24.36026
1.23765E+18,270.0770996,0.051301803,19.28248,23.30204,21.46671,20.13715
1.23765E+18,270.0703683,0.061230173,20.47027,24.22242,22.60145,20.98503
1.23765E+18,270.0353386,0.08643766,18.00533,20.50432,24.79793,18.77631
1.23765E+18,270.0096357,0.093625452,19.47427,21.00047,24.80204,24.36173
1.23765E+18,269.9074533,0.018057662,21.8903,25.86434,23.73864,21.65474
1.23765E+18,269.9056198,0.001510511,20.60866,25.92202,23.23977,21.21088
1.23765E+18,270.0376847,0.086700984,25.99709,28.9,27.77916,17.87438
1.23765E+18,270.0352232,0.087958714,12.57303,15.73568,13.20163,13.12631
1.23765E+18,269.9045796,0.004609753,19.59965,23.4835,21.01627,20.22834
1.23765E+18,269.9044921,0.003126764,21.13449,25.50178,22.33508,21.56542
1.23765E+18,270.0326129,0.090278763,23.76639,20.69676,24.58873,18.28383
1.23765E+18,269.9625805,0.088502542,19.59003,25.12462,20.84952,20.16594
1.23765E+18,270.0486211,0.083462137,18.15254,20.73849,19.1208,18.622
1.23765E+18,270.0767751,0.058729452,22.32753,24.67819,24.31026,22.19615
1.23765E+18,269.9050243,0.022523975,19.0161,20.86363,19.82229,19.28821
1.23765E+18,269.9800537,0.095660303,21.83702,24.24884,22.96018,21.88991
1.23765E+18,270.0331467,0.092157626,22.82832,25.11585,21.24353,21.733
1.23765E+18,270.0934766,0.031362129,20.85334,22.32008,21.35777,20.8446
1.23765E+18,269.9013154,-0.001295719,21.56777,23.41246,21.9726,21.67081
1.23765E+18,270.0378619,0.091228448,24.99246,26.99852,16.86949,15.90043
1.23765E+18,270.0981663,0.011674133,22.62669,25.17703,22.05373,21.16366
1.23765E+18,269.9011485,0.001701402,21.20605,23.52361,22.85976,21.45062
1.23765E+18,270.0659398,0.073674785,21.92579,24.28355,22.66254,21.92394
1.23765E+18,270.0108575,0.098607811,20.75361,23.29139,21.32194,20.88306
1.23765E+18,269.9006526,0.005380464,19.42676,20.86532,20.04136,19.66941
1.23765E+18,269.9904992,0.099542034,20.96146,22.94324,21.91714,21.27936
1.23765E+18,270.0705264,0.071098229,20.95729,22.472,21.66,20.93419
1.23765E+18,270.1003998,-0.00080454,20.75744,24.47929,22.27423,21.09526
1.23765E+18,270.0951477,0.032757078,20.41249,23.62049,22.22325,21.76429
1.23765E+18,270.0839066,0.055765355,22.3323,22.08739,22.03938,20.71753
1.23765E+18,270.1002565,0.013217133,24.20169,22.48905,24.65987,24.5537
1.23765E+18,269.9038952,0.03198669,20.37114,22.02643,20.97351,20.35823
1.23765E+18,270.0501335,0.08821693,19.25513,20.69826,20.27334,19.7008
1.23766E+18,270.0144853,-0.100694767,16.92802,18.57161,26.90915,26.20911
1.23765E+18,269.9590457,0.093606285,13.4335,15.82259,15.70706,13.67976
1.23766E+18,270.0107573,-0.101927286,21.16726,23.5117,21.32875,20.21414
1.23765E+18,269.902107,0.030879619,21.11666,22.43783,21.05724,21.61062
1.23765E+18,269.9027226,0.032922518,19.828,21.61179,20.72861,20.19877
1.23765E+18,270.1029107,0.004070956,22.19375,23.98111,22.46166,22.14823
1.23765E+18,269.8987059,0.020021928,20.53764,21.61079,20.75028,20.35767
1.23766E+18,270.0150438,-0.102211765,25.62361,28.91593,15.66395,14.99941
1.23765E+18,270.0817714,0.063280065,20.12125,21.83565,20.68692,20.32597
1.23765E+18,270.0913108,0.048517314,22.33377,22.61357,21.24701,20.62373
1.23765E+18,269.8964183,0.006007976,21.76598,24.49012,22.3139,21.87673
1.23766E+18,270.0162477,-0.103052521,18.07489,21.50046,24.96421,24.55139
1.23765E+18,269.8954629,0.000622784,20.80069,24.1882,22.08119,21.00233
1.23765E+18,270.0192829,0.102841864,17.48902,21.29044,19.56125,18.27341
1.23765E+18,269.8953152,0.005694314,21.31905,24.59589,21.90378,20.97338
1.23765E+18,269.9927815,0.105030455,13.3799,15.37792,11.91207,13.50307
1.23765E+18,269.8947272,0.002105718,20.08462,24.87885,22.44514,21.19497
1.23765E+18,270.1051916,0.006740314,19.82443,20.76233,20.20297,19.4207
1.23765E+18,270.0193234,0.103786579,19.79313,23.79959,21.56518,20.40817
1.23765E+18,270.0236321,0.10306123,20.68849,24.1688,23.13018,21.55485
1.23765E+18,270.0723532,0.077414311,19.38915,21.8202,20.36788,19.66711
1.23766E+18,269.9879244,-0.105339667,20.07553,21.82137,21.09225,20.27965
1.23765E+18,270.0969168,0.043051656,18.82621,21.68797,19.91101,19.14349
1.23766E+18,270.0158324,-0.105125069,18.08179,28.52181,26.48603,25.9348
1.23765E+18,270.0726188,0.077901053,18.74189,19.90982,19.30169,18.86358
1.23765E+18,270.0990122,0.039581564,21.35947,23.00486,22.34542,22.05733
1.23765E+18,270.0922498,0.053710411,20.5182,24.14291,22.93503,21.06798
1.23765E+18,269.9050249,0.048778045,20.95867,24.34088,25.12332,21.65366
1.23766E+18,270.0305334,-0.102381858,18.55098,21.86526,20.36475,18.90121
1.23765E+18,269.9031144,0.045195613,19.73063,23.17851,21.31465,20.23572
1.23765E+18,270.002643,0.107174066,21.51964,23.44884,21.85704,21.19693
1.23765E+18,270.0938706,0.052318065,21.68865,22.13668,21.49197,21.36234
1.23765E+18,270.0728282,0.079275297,22.63495,25.16457,24.35097,22.62186
1.23766E+18,269.9849674,-0.106610964,16.34456,17.91164,17.04579,16.51382
1.23766E+18,269.9619483,-0.101186731,16.97805,19.71425,18.22588,17.36362
1.23766E+18,270.0015019,-0.108188603,19.79156,25.52625,22.25311,20.47725
1.23765E+18,270.0978483,0.046702427,19.15821,20.71121,19.81311,19.44514
1.23765E+18,270.020032,0.106630848,21.21804,24.362,22.34119,21.96632
1.23765E+18,269.8990913,0.039914948,21.38384,25.38761,21.81613,22.0372
1.23765E+18,270.0989096,0.044932876,21.81577,25.35662,22.69081,21.59735
1.23766E+18,269.9800152,-0.107128691,18.59964,20.30279,19.29468,18.76248
1.23765E+18,270.0967411,0.050321874,19.88048,22.93998,20.83724,20.24188
1.23766E+18,270.0223493,-0.106851415,22.07598,24.42692,22.82577,20.63685
1.23766E+18,270.0132172,-0.108925343,25.73616,29.33945,20.98479,18.59993
1.23765E+18,270.109739,0.008218682,17.17998,19.42019,18.28508,17.63237
1.23765E+18,270.10343,0.037674903,22.82716,24.8763,23.77591,21.59153
1.23766E+18,269.9554985,-0.100741433,18.14975,19.7718,18.88118,18.34586
1.23766E+18,270.0379887,-0.10343507,18.4032,21.51751,19.72439,18.83333
1.23765E+18,269.900176,0.047224906,20.99061,24.94258,23.14542,21.40572
1.23765E+18,270.0487571,0.099265712,20.40532,22.4665,21.14416,20.59115
1.23765E+18,270.0679489,0.087477093,13.20404,15.08471,14.88129,13.4203
1.23765E+18,270.0093048,0.110384897,21.41469,23.30919,22.02556,21.78497
1.23765E+18,270.1093657,0.017803903,19.70566,21.44103,20.38052,20.02789
1.23766E+18,269.9627188,-0.104702524,20.25007,23.38671,21.35147,20.43073
1.23766E+18,269.9661653,-0.105913849,19.39673,24.76378,21.15523,20.04498
1.23765E+18,270.0799714,0.078212272,18.77706,20.19616,19.24617,18.89912
1.23765E+18,270.0693008,0.08792725,20.35413,22.02085,20.42864,20.02393
1.23765E+18,270.0468895,0.102509339,18.84638,20.3593,20.76253,20.38551
1.23765E+18,269.9069073,0.064946313,18.85664,20.28216,19.43955,19.03137
1.23766E+18,269.957369,-0.105265846,18.26708,21.04857,19.48749,18.70877
1.23765E+18,269.892075,0.035584108,21.07366,24.55966,22.7197,21.43499
1.23765E+18,270.0902512,0.069701757,19.63085,22.82782,20.88222,20.13064
1.23766E+18,270.0356572,-0.108616453,19.29033,21.09575,19.68691,19.14553
1.23766E+18,270.012891,-0.11362381,19.57931,25.3777,21.13351,20.0089
1.23766E+18,270.0266045,-0.111718724,18.20471,20.91835,19.34809,18.50494
1.23765E+18,270.0905739,0.070736179,19.75751,23.71714,21.21335,20.25907
1.23766E+18,269.9986863,-0.114952008,19.58951,21.59178,20.38882,19.76494
1.23765E+18,270.1010715,0.054982148,21.16251,23.9247,22.93467,22.17214
1.23765E+18,270.0267512,0.111927477,18.60456,20.45053,19.36545,18.85589
1.23765E+18,270.0989779,0.059165865,21.4804,24.4388,22.6131,21.59008
1.23765E+18,269.9963468,0.115335533,20.83744,23.02411,22.05381,21.82618
1.23765E+18,270.0639534,0.096462436,20.68944,24.49183,23.31691,21.30292
1.23765E+18,270.0922011,0.070236708,18.66437,21.19606,19.65949,19.05196
1.23766E+18,269.9712281,-0.112672034,19.32817,21.58414,20.11972,19.48405
1.23765E+18,270.1057901,0.048485295,19.82672,22.55999,21.03702,20.18586
1.23765E+18,270.1073928,0.045163503,20.23086,26.29615,23.14331,21.25299
1.23766E+18,270.0318936,-0.11211874,18.39436,21.0216,19.6267,24.41101
1.23765E+18,270.0736658,0.090832706,19.17905,22.65654,22.58195,20.03317
1.23765E+18,270.1165689,0.01093245,16.96992,18.23093,17.50614,17.23607
1.23766E+18,270.0403371,-0.110114609,19.03035,21.17949,19.8882,19.24426
1.23765E+18,270.1042897,0.053643155,22.98437,23.2323,22.56984,22.57719
1.23766E+18,269.9757594,-0.114870103,19.02886,22.3382,20.34416,19.56454
1.23765E+18,270.0994749,0.06329265,22.33415,24.70921,22.36134,21.56771
1.23765E+18,270.1088156,0.046306518,21.07828,23.1374,22.37571,21.99146
1.23765E+18,270.0431783,0.110245879,19.62186,21.53153,20.40522,19.94538
1.23765E+18,270.0312547,0.114335661,19.76488,21.52031,20.58207,20.11746
1.23765E+18,270.0960227,0.069805338,21.65665,22.8313,21.95778,21.29838
1.23766E+18,269.9492866,-0.107373723,19.4295,24.75877,22.41643,20.48469
1.23765E+18,269.8833727,0.022466562,22.82689,25.11437,20.67628,18.4019
1.23765E+18,270.1190278,-0.000443903,21.48497,25.11545,21.65004,24.36182
1.23766E+18,269.9808472,-0.117557003,21.73811,23.76981,21.68567,21.02884
1.23766E+18,269.9421171,-0.104350168,19.73358,22.26324,20.93803,20.14185
1.23766E+18,269.9600141,-0.112490218,19.72083,22.13293,20.24014,19.7268
1.23765E+18,269.9034674,0.070278362,18.97268,22.44342,20.45567,19.26848
1.23765E+18,269.8821989,0.020965087,8.275851,12.59641,10.36562,10.25541
1.23766E+18,269.9452439,-0.106566401,18.24755,19.73418,18.93858,18.43419
1.23765E+18,270.1194583,0.015978081,18.17005,19.71412,18.80052,18.46651
1.23766E+18,270.0059082,-0.120509977,18.35008,20.91061,19.50385,18.70981
1.23766E+18,269.9906564,-0.12032947,20.64751,24.98055,23.17306,20.89698
1.23765E+18,270.1096232,0.052958293,22.83318,24.95605,22.81706,24.49341
1.23765E+18,270.1164318,0.03561935,19.7282,21.40712,22.48962,20.39248
1.23765E+18,270.1078654,0.056680375,18.08186,19.77928,18.72564,18.36847
1.23766E+18,269.9410372,-0.106667664,19.32123,24.75724,22.41296,20.52265
1.23765E+18,270.1109856,0.050377489,20.72795,23.64516,21.66777,20.73015
1.23765E+18,269.8827151,0.033408161,20.76713,25.54934,23.47912,21.17661
1.23765E+18,270.1123373,0.048629421,21.06475,24.92031,22.44845,21.55844
1.23766E+18,270.0054359,-0.122381248,20.84256,26.2121,22.28547,20.78881
1.23765E+18,270.1105155,0.054814238,17.35677,18.90879,18.18735,17.76891
1.23765E+18,270.1225789,0.014324266,19.39681,20.91461,20.18888,21.66654
1.23765E+18,270.0003942,0.123484238,18.79314,26.91418,25.30205,25.32923
1.23765E+18,270.0635434,0.106184863,12.58158,15.12017,15.02235,13.10574
1.23766E+18,269.9445315,-0.110680496,22.82614,24.8864,22.15576,21.24944
1.23765E+18,269.8768775,0.016797963,16.84353,18.35044,17.38761,16.90118
1.23765E+18,270.0278438,0.12119259,19.94449,22.9835,20.99406,20.38236
1.23766E+18,270.0347805,-0.119790417,22.82723,23.72706,24.80633,22.63345
1.23765E+18,269.9847164,0.123850085,21.40129,24.24537,22.27121,21.65356
1.23766E+18,269.947207,-0.113073166,22.8255,25.11515,22.05299,18.84773
1.23765E+18,270.116758,0.044280017,18.84204,21.18008,19.73468,19.21972
1.23765E+18,269.9240402,0.099127344,18.50537,20.01709,19.10976,18.69097
1.23765E+18,270.1232434,0.020226982,20.39255,21.868,20.75584,20.42617
1.23766E+18,270.0347359,-0.120252234,16.64527,18.52611,17.48095,16.84559
1.23765E+18,270.1133561,0.054281472,21.11112,23.60454,22.15436,21.65807
1.23765E+18,270.0860796,0.091600843,19.94341,25.11587,24.80302,21.26302
1.23765E+18,270.1133753,0.054978508,20.00751,26.03553,22.33815,21.19331
1.23766E+18,270.0081062,-0.12602922,20.43794,22.48812,21.29524,20.72404
1.23765E+18,269.9187226,0.096702686,21.39053,25.64787,23.88582,21.82672
1.23766E+18,270.057659,-0.113142476,17.85619,19.62585,18.60848,18.02823
1.23765E+18,270.0904435,0.089767043,19.29195,23.805,21.32949,19.97353
1.23766E+18,270.0693907,-0.107151425,21.75693,26.9211,25.22982,25.45362
1.23765E+18,269.8987949,0.077820109,18.95641,20.62654,19.68105,19.25647
1.23765E+18,269.9220827,0.101201404,21.56078,24.9123,23.43647,22.42611
1.23766E+18,269.9402077,-0.112926988,22.8242,24.03495,21.83426,20.74877
1.23765E+18,270.1243048,0.030117887,19.93092,22.56304,21.42632,20.57599
1.23766E+18,269.9543542,-0.119561045,18.50071,19.98062,19.20458,18.68839
1.23766E+18,269.9897555,-0.128019197,19.69939,21.66372,20.46607,19.8898
1.23766E+18,270.0431986,-0.121297558,18.89164,20.42489,19.54562,19.00888
1.23765E+18,270.0190348,0.127516667,21.98945,24.04924,21.85707,21.24008
1.23766E+18,269.9761125,-0.12696237,19.10447,24.93292,21.4576,19.86172
1.23765E+18,269.9826544,0.128079879,17.8213,20.21056,18.74461,18.16568
1.23765E+18,270.0136861,0.128588977,20.70695,23.98643,22.6611,21.39482
1.23766E+18,270.0268844,-0.12649862,22.82886,20.19264,19.27879,19.19272
1.23766E+18,270.0275003,-0.126462513,28.03068,30.95968,30.4142,16.24282
1.23765E+18,269.8938623,0.074848511,22.79262,24.91548,22.81397,21.72422
1.23766E+18,269.9195367,-0.10213311,26.80934,31.76247,31.80996,15.98246
1.23766E+18,270.0584729,-0.116296521,18.14792,20.03891,18.95181,18.28775
1.23766E+18,269.9319344,-0.11102068,19.26969,22.54034,20.73261,19.79295
1.23765E+18,270.0987845,0.084943913,21.76931,24.44644,23.24427,21.3469
1.23765E+18,270.0840439,0.099979911,19.08858,20.72147,19.80929,19.31431
1.23766E+18,270.0700883,-0.110303867,21.0855,23.94978,23.90576,21.20908
1.23765E+18,269.8693043,0.010157664,21.63971,26.06529,22.67426,21.35925
1.23766E+18,269.9442384,-0.118655863,28.20313,31.13204,30.68527,16.3703
1.23766E+18,270.0311299,-0.127782195,22.82979,18.82244,17.13284,16.4545
1.23765E+18,269.9367256,0.115332653,18.17576,19.35048,18.90155,19.65047
1.23766E+18,270.0275051,-0.128753322,16.90624,17.68289,16.79816,16.25189
1.23765E+18,269.8942457,0.078684631,19.37074,21.19993,20.29592,19.73936
1.23766E+18,270.0726815,-0.110284484,21.25302,24.67729,23.85735,21.14123
1.23766E+18,269.9823494,-0.130922485,22.6708,21.197,21.25564,24.36182
1.23765E+18,269.9910477,0.131805687,18.9029,22.99367,20.67746,19.60555
1.23765E+18,269.8872159,0.06900617,20.56359,26.67834,24.61891,21.64999
1.23766E+18,269.9392043,-0.117722943,23.86929,18.93352,17.21144,16.39874
1.23766E+18,269.9273716,-0.11173726,17.26167,19.00251,18.02367,17.65984
1.23766E+18,270.0277646,-0.130768061,16.46731,27.73704,27.32025,26.46369
1.23765E+18,269.983249,0.132680031,21.17004,25.39425,22.52337,22.0582
1.23765E+18,269.9329867,0.116276555,21.61703,24.03389,23.27414,21.87448
1.23765E+18,269.9098597,0.099814564,21.65069,24.13943,22.93413,21.67607
1.23765E+18,269.9561499,0.127238982,16.57661,18.56996,17.01447,16.60516
1.23766E+18,270.0283865,-0.131638728,22.35986,25.23859,21.8323,20.47907
1.23765E+18,269.9384483,0.119970145,20.22062,21.10797,21.51162,19.78704
1.23765E+18,269.8937529,0.083105243,18.2612,19.67075,18.85626,18.3999
1.23765E+18,269.896303,0.086320515,18.15482,21.1796,19.48786,18.39307
1.23766E+18,269.9747376,-0.132729695,19.10387,20.79419,19.88925,19.47728
1.23766E+18,269.9419442,-0.122319322,23.10716,22.44137,21.89586,21.08859
1.23765E+18,269.8922783,0.082088239,21.24165,23.12193,22.1142,21.27927
1.23765E+18,270.0761354,0.112038297,21.7234,24.49113,22.37717,21.57738
1.23765E+18,269.8724323,0.046180753,16.93174,18.10728,17.42693,17.23907
1.23766E+18,270.0302557,-0.132354617,22.16654,25.66354,22.35532,21.25655
1.23765E+18,269.9431688,0.12345682,20.32689,22.19248,21.54723,21.06103
1.23766E+18,269.9156956,-0.106802999,22.29567,25.11439,21.38354,20.43332
1.23766E+18,269.9112402,-0.103475757,26.77965,29.39668,16.51255,15.18798
1.23766E+18,270.0428175,-0.129837439,19.5983,24.42648,21.1141,20.17256
1.23766E+18,269.9158383,-0.107759726,17.86356,19.41605,18.47338,18.10541
1.23766E+18,270.0032023,-0.136921383,22.65788,25.90281,22.64734,21.44585
1.23766E+18,270.0426818,-0.130378373,20.54759,21.84604,20.82472,20.14581
1.23766E+18,269.9136291,-0.106626201,19.83111,25.25514,21.26839,20.08335
1.23766E+18,269.9335205,-0.12004662,17.78054,19.4242,18.53128,18.01163
1.23766E+18,270.0229818,-0.135971767,19.71172,21.82427,20.34861,19.50686
1.23765E+18,269.9424355,0.125918852,20.04446,23.58056,21.4627,20.74985
